job_id,company,tier,category,track,title,location,remote_type,url,posted_date,first_seen,last_seen,status,fit_score,key_reqs,notes
aig-JR2503283,AIG,1,ic,,Delivery Quality Lead - GenAI,"Charlotte, NC or Atlanta, GA",Onsite,https://aig.wd1.myworkdayjobs.com/job/NC-Charlotte/Delivery-Quality-Lead---GenAI_JR2503283,Posted 30+ Days Ago,2026-05-14,2026-08-11,closed,5,"8+ years data quality testing & QA experience
GenAI/prompt engineering knowledge
Team leadership & mentoring experience
Snowflake, Python, AWS, Selenium, Cucumber
Data profiling, ETL, SAFe Agile expertise",
aig-JR2502924,AIG,1,ic,,Technical Capability Manager - GenAI,"Atlanta, GA",Onsite,https://aig.wd1.myworkdayjobs.com/job/GA-Atlanta/Technical-Capability-Manager---GenAI_JR2502924,Posted 30+ Days Ago,2026-05-14,2026-07-16,closed,3,"15+ years experience in functional/solution/technical architecture
10+ years technical leadership with standards & governance track record
Deep GenAI/emerging tech expertise and vendor management
Enterprise architecture across multiple geographies & business units
Bachelor's in CS/engineering or equivalent; mentor & COE leadership",
aig-JR2502356,AIG,1,ic,,GenAI User Experience Researcher,"Atlanta, GA",Onsite,https://aig.wd1.myworkdayjobs.com/job/GA-Atlanta/GenAI-User-Experience-Researcher_JR2502356,Posted 30+ Days Ago,2026-05-14,2026-06-03,closed,3,"5+ years UX research in digital products
Qualitative and quantitative research methodologies
Figma expertise and data analytics
GenAI/AI product space experience
Cross-functional collaboration with product teams",
aig-JR2502188,AIG,1,ic,,GenAI Product Design Strategist,"Atlanta, GA",Onsite,https://aig.wd1.myworkdayjobs.com/job/GA-Atlanta/GenAI-Product-Design-Strategist_JR2502188,Posted 30+ Days Ago,2026-05-14,2026-06-03,closed,4,"5+ years cross-functional product design experience
Figma expertise and data-driven product design
User research, design thinking, analytics/metrics
GenAI/AI product knowledge preferred
Financial services or enterprise software experience nice-to-have",
home-depot-Req180553,Home Depot,1,ic,,Data Scientist - GenBI,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Data-Scientist---GenBI_Req180553,Posted Today,2026-05-14,2026-07-06,closed,9,"GenAI/multi-agent architecture design and deployment
Enterprise semantic layer development
4+ years BI/analytics; Python, SQL, data visualization
Prescriptive modeling (optimization, recommendation, NLP, search)
Databricks experience preferred; Masters in quantitative field",
home-depot-Req171982,Home Depot,1,ic,,"Data Scientist, Contact Center AI","Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Data-Scientist--Contact-Center-AI_Req171982-1,Posted 7 Days Ago,2026-05-14,2026-06-18,closed,8,"4+ years ML/AI, specifically Conversational AI experience
Generative AI solutions development background
Python proficiency and SQL/BigQuery query skills
NLP, search, or recommendation systems expertise
Master's in quantitative field or equivalent",
home-depot-Req179615,Home Depot,1,ic,,"Senior Data Scientist, Contact Center AI","Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Senior-Data-Scientist--Contact-Center-AI_Req179615-1,Posted 7 Days Ago,2026-05-14,2026-06-18,closed,4,"4+ years ML/AI industry experience, Conversational AI focus
Generative AI solutions development background
Python, SQL/BigQuery, NLP/Conversational AI expertise
Master's in quantitative field or equivalent
Leadership/mentoring experience for senior-level role",
home-depot-Req178458,Home Depot,1,ic,,Associate Data Scientist,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Associate-Data-Scientist_Req178458,Posted 13 Days Ago,2026-05-14,2026-06-01,closed,9,"Master's in quantitative field or equivalent experience
Python scripting and SQL/BigQuery query experience
Predictive modeling, data mining, statistical analysis
Data visualization (Tableau preferred)
Optimization, computer vision, recommendation, search, or NLP exposure",
home-depot-Req178898,Home Depot,1,ic,,Associate Data Scientist - Space Intelligence,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Associate-Data-Scientist---Space-Intelligence_Req178898-1,Posted 14 Days Ago,2026-05-14,2026-08-17,closed,9,"Master's in quantitative field or equivalent work experience
Python scripting and SQL/BigQuery experience
Predictive modeling, data mining, data analysis
Data visualization (Tableau preferred)
NLP, computer vision, recommendation, or optimization exposure",
home-depot-Req178896,Home Depot,1,ic,,Data Scientist - Space Intelligence,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Data-Scientist---Space-Intelligence_Req178896,Posted 14 Days Ago,2026-05-14,2026-08-31,open,8,"Master's in quantitative field or equivalent work experience
4+ years business intelligence and analytics experience
Python scripting and SQL/BigQuery proficiency
Prescriptive modeling (optimization, CV, recommendation, NLP)
Tableau or data visualization tool expertise",
home-depot-Req177220,Home Depot,1,ic,,Sr Data Scientist - Supply Chain,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Sr-Data-Scientist---Supply-Chain_Req177220,Posted 20 Days Ago,2026-05-14,2026-06-03,closed,3,"PhD in quantitative field or 6+ years BI/analytics experience
Python proficiency required
SQL/BigQuery, Tableau, statistical modeling
Prescriptive modeling: optimization, computer vision, recommendation, NLP
Leadership: mentoring, recruiting, project direction",
home-depot-Req176806,Home Depot,1,ic,,Data Scientist - Pro,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/PENNANT-PARK-ATLANTA---9141/Data-Scientist---Pro_Req176806,Posted 27 Days Ago,2026-05-14,2026-06-16,closed,9,"Master's in quantitative field or 4+ years AI/ML experience
Python, SQL, data pipeline design and maintenance
RAG architectures, LLM orchestration, multi-agent systems
Prescriptive modeling (optimization, recommendation, NLP, computer vision)
GenAI evaluation, testing, monitoring in production",
home-depot-Req167505,Home Depot,1,ic,,"Senior Data Scientist, Online","Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Senior-Data-Scientist--Online_Req167505,Posted 30 Days Ago,2026-05-14,2026-08-31,open,4,"PhD in quantitative field or 6+ years BI/analytics experience
Python proficiency required
SQL/BigQuery and data visualization (Tableau)
Prescriptive modeling: optimization, CV, recommendation, search, NLP
Leadership/mentoring of junior data scientists",
home-depot-Req169868,Home Depot,1,ic,,Data Scientist,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Data-Scientist_Req169868,Posted 30+ Days Ago,2026-05-14,2026-06-01,closed,8,"3+ years ML/AI model development for business problems
Python proficiency
SQL or BigQuery for data querying
Predictive modeling, data mining, data analysis
Specialization: optimization, computer vision, recommendation, search, or NLP",
home-depot-Req145336,Home Depot,1,ic,,Sr. Data Scientist - Delivery,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Sr-Data-Scientist---Delivery_Req145336,Posted 30+ Days Ago,2026-05-14,2026-05-27,closed,5,"PhD in quantitative field (preferred) or 5+ yrs analytics/BI experience
Python proficiency + SQL/BigQuery + data visualization (Tableau)
Prescriptive modeling: optimization, CV, recommendation, search, NLP
Predictive modeling, statistical analysis, mentoring capability
Leadership experience for Sr. role with team direction/recruiting",
home-depot-Req175151,Home Depot,1,ic,,"Data Scientist - Decision Analytics, Supply Chain Economics","Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Data-Scientist---Decision-Analytics--Supply-Chain-Economics_Req175151,Posted 30+ Days Ago,2026-05-14,2026-06-09,closed,8,"Master's in quantitative field or 4+ years BI/analytics experience
Python, SQL/BigQuery, Tableau, statistical modeling
Prescriptive modeling (optimization, NLP, recommendation, computer vision)
Predictive modeling, data mining, data analysis
Supply chain or business analytics domain experience",
home-depot-Req163006,Home Depot,1,ic,,"Sr Data Scientist, Assortment and Space Planning (OR/Optimization)","Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Sr-Data-Scientist---Assortment---Space-Planning_Req163006,Posted 30+ Days Ago,2026-05-14,2026-05-31,closed,4,"6+ years optimization model development and production deployment
PhD in quantitative field (OR, CS, AI, Engineering, Applied Math)
Proficiency in optimization solvers (Gurobi, CPLEX, OR-Tools)
Python, cloud ecosystems (GCP/AWS), data visualization (Tableau)
GenAI/LLM/Agentic frameworks, retail/merchandising domain experience",
truist-R0114358,Truist,2,ic,,Data Scientist II,"Atlanta, GA; Charlotte, NC; Raleigh, NC; Richmond, VA; Wilson, NC",Onsite,https://truist.wd1.myworkdayjobs.com/job/Atlanta-GA/Data-Scientist-II_R0114358,Posted 7 Days Ago,2026-05-14,2026-07-07,closed,9,"Bachelor's + 4+ yrs quantitative field or equiv
Statistical methods, econometrics, time-series expertise
Python/SAS/R, SQL data extraction, Spark/Hadoop/NoSQL
ML/NLP modeling, end-to-end solution ownership
Data visualization, stakeholder communication",
truist-R0110561,Truist,2,ic,,Fraud Data Scientist II,"Atlanta, GA; Charlotte, NC; Wilson, NC; Orlando, FL",Onsite,https://truist.wd1.myworkdayjobs.com/job/Atlanta-GA/Data-Scientist-II_R0110561-1,Posted 23 Days Ago,2026-05-14,2026-07-07,closed,9,"4+ yrs quantitative analytics/data science experience
Statistical methods, econometrics, time-series analysis
Python, SAS, R; SQL data extraction
Hadoop/Spark, machine learning, NLP
Master's degree preferred in quantitative field",
truist-R0113355,Truist,2,ic,,Fraud Data Scientist II,"Charlotte, NC; Atlanta, GA",Unclear,https://truist.wd1.myworkdayjobs.com/job/Charlotte-NC/Fraud-Data-Scientist-II_R0113355-1,Posted 23 Days Ago,2026-05-14,2026-07-27,closed,9,"Bachelor's + 4+ yrs quantitative field (Finance, Math, Analytics, DS, CS, Eng)
Statistical methods, probability theory, econometrics, time-series
Python, SAS, R; SQL data extraction; Hadoop/Spark/NoSQL
ML modeling, NLP, predictive analytics; end-to-end solution ownership
Master's preferred; banking/fin-tech experience preferred",
truist-R0112157,Truist,2,ic,,Data Scientist II (Fraud Strategy),"Atlanta, GA / Charlotte, NC",Onsite,https://truist.wd1.myworkdayjobs.com/job/Atlanta-GA/Data-Scientist-II--Fraud-Strategy-_R0112157,Posted 29 Days Ago,2026-05-14,2026-05-22,closed,6,"4+ years quantitative field (Finance, Math, Analytics, DS, CS, Eng)
Statistical methods, econometrics, time-series analysis
Python, SAS, or R for predictive modeling
SQL data extraction and Hadoop/Spark experience
Machine learning, NLP, neural networks expertise",
state-farm-44350,State Farm,3,ic,,Lead Data Scientist - Experimentation,"Multiple US locations (IL, GA, TX, AZ)",Hybrid,https://jobs.statefarm.com/main/jobs/44350,2026-05-13T15:48:00+0000,2026-05-14,2026-08-31,closed,6,"Master's in analytical field + 3+ yrs predictive modeling
A/B testing & experimental design expertise
Python/R/SAS + GLM, time series/trees/neural networks
AWS or Linux cloud experience
Causal inference, regulatory domain experience preferred",
state-farm-43609,State Farm,3,ic,,Digital Enablement Data Scientist,"Multiple US locations (Bloomington IL, Dunwoody GA, Richardson TX, Tempe AZ)",Hybrid,https://jobs.statefarm.com/main/jobs/43609,2026-05-11T22:30:00+0000,2026-05-14,2026-07-29,closed,7,"Master's in analytical field (statistics, math, data science, etc.)
3+ years predictive modeling in business environment
AI/ML solution design & implementation (NLP, LLM, GenAI, computer vision)
Python, R, or SAS; cloud (AWS) or Linux experience
Time series, clustering, tree-based models, or neural networks",
state-farm-44292,State Farm,3,ic,,AI Engineer (LLM),"Multiple US locations (Bloomington IL, Dunwoody GA, Richardson TX, Tempe AZ)",Hybrid,https://jobs.statefarm.com/main/jobs/44292,2026-05-07T16:51:00+0000,2026-05-14,2026-06-22,closed,6,"3+ years full-stack dev (JavaScript/React + Python)
Model Context Protocol (MCP) or similar tool-use frameworks
AI/ML API integration (OpenAI, Azure AI, AWS Bedrock)
Agentic AI workflow design & orchestration
CI/CD, Git, modern software development workflows",
state-farm-43155,State Farm,3,ic,,Data Scientist,"Multiple US locations (Bloomington IL, Dallas TX, Atlanta GA, Phoenix AZ)",Hybrid,https://jobs.statefarm.com/main/jobs/43155,2026-03-11T15:00:00+0000,2026-05-14,2026-08-31,closed,8,"MS in analytical field (statistics, math, data science, etc.)
Advanced analytic models: GLM + time series/clustering/tree/neural nets
Python, R, or SAS programming experience
AWS cloud, Linux, SQL experience preferred
Strong stakeholder communication and mentoring ability",
bank-of-america-26010584,Bank of America,3,rotational,Finance,Merrill Advisor Development Program - Financial Advisor: Atlanta Buckhead & Associates Market,"Atlanta, GA",Onsite,https://ghr.wd1.myworkdayjobs.com/job/Atlanta/Merrill-Advisor-Development-Program---Financial-Advisor--Atlanta-Buckhead---Associates-Market_26010584,Posted 30+ Days Ago,2026-05-14,2026-07-15,closed,2,"Series 7 & 66 licenses required
1+ year financial services or sales experience
1+ year investments industry experience
Client relationship building and prospecting skills
High-net-worth wealth management focus",
dick-s-sporting-goods-202511243,Dick's Sporting Goods,3,ic,,"Lead Data Scientist, Search (REMOTE)",Remote (US),Remote,https://dickssportinggoods.wd1.myworkdayjobs.com/job/Remote---US/Lead-Data-Scientist--Search--REMOTE-_202511243,Posted 27 Days Ago,2026-05-15,2026-05-26,closed,4,"6+ years experience, 2-3 years as technical lead in search/ML projects
Search systems expertise (Elasticsearch, SOLR) with infrastructure knowledge
Deep learning frameworks: TensorFlow, PyTorch, LangChain, OpenAI APIs
Big data tech: Spark, Kafka, distributed systems; expert Python
Multi-modal search, ranking algorithms, LLM/GenAI for search optimization",
dick-s-sporting-goods-202605145,Dick's Sporting Goods,3,ic,,Lead Data Scientist - Merchandising & Pricing (REMOTE),Remote (US),Remote,https://dickssportinggoods.wd1.myworkdayjobs.com/job/Remote---US/Lead-Data-Scientist---Merchandising---Pricing--REMOTE-_202605145,Posted 30+ Days Ago,2026-05-15,2026-06-25,closed,5,"6+ years ML/Data Science with 2-3 years as technical lead
Deep learning (LSTM, Transformers), LLMs, GenAI experience
Demand forecasting, price elasticity, assortment optimization
Python, cloud platforms (Databricks, GCP, Azure ML)
ML Ops, model monitoring, A/B testing, causal inference",
aig-JR2602238,AIG,1,ic,,"Manager Data Science, GenAI","Atlanta, GA",Onsite,https://aig.wd1.myworkdayjobs.com/job/GA-Atlanta/Manager-Data-Science--GenAI_JR2602238-1,Posted Yesterday,2026-05-15,2026-08-31,closed,4,"7+ years data science experience, preferably NLP, production-oriented
3+ years managing data scientists/engineers teams
2+ years hands-on GenAI: RAG, agentic frameworks, validation, monitoring
Master's/PhD in Data Science, Computer Science, or related field
Palantir platform experience or certification preferred",
home-depot-Req180577,Home Depot,1,ic,,Sr Data Scientist - Pricing (Optimization & Deep Learning),Remote (US),Remote,https://homedepot.wd5.myworkdayjobs.com/job/GEORGIA---VIRTUAL---GA01/Sr-Data-Scientist---Pricing--Optimization---Deep-Learning-_Req180577,Posted Yesterday,2026-05-16,2026-07-28,closed,4,"6+ years business intelligence/analytics experience
Deep learning and optimization modeling expertise
Linear optimization tools (Gurobi preferred)
Python and SQL proficiency
PhD in quantitative field preferred",
home-depot-Req180716,Home Depot,1,ic,,"Sr. Data Scientist, Pro CX","Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Sr-Data-Scientist--Pro-CX_Req180716,Posted Yesterday,2026-05-19,2026-08-25,closed,7,"4+ years Data Science with Conversational AI, GenAI, agentic workflows
RAG and vector database mastery for enterprise data extraction
Multimodal AI pipelines (photos, handwritten inputs to structured intent)
Python, BigQuery/SQL, statistical modeling, NLP/search/optimization
Stateful AI applications maintaining context across devices/sessions",
lexisnexis-R113569,LexisNexis,1,ic,,Sr Data Scientist I (Hybrid),"Alpharetta, GA",Hybrid,https://relx.wd3.myworkdayjobs.com/job/Alpharetta-GA/Sr-Data-Scientist-I--Hybrid-_R113569-1,Posted Today,2026-05-20,2026-08-20,closed,5,"4+ yrs relevant experience OR Master's + 2 yrs OR PhD
Strong Python; R, SQL, ECL a plus
Actuarial science foundation (pricing, risk segmentation)
Statistical & ML modeling (linear, non-linear, tree-based)
Data pipelines, model validation, production deployment",
home-depot-Req167506,Home Depot,1,ic,,"Data Scientist, Online","Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/STORE-SUPPORT-CENTER-ATLANTA---9090/Data-Scientist--Online_Req167506,Posted Today,2026-05-20,2026-06-09,closed,9,"Master's in quantitative field or 4+ years BI/analytics experience
Python proficiency and SQL/BigQuery query experience
Predictive modeling, data mining, statistical analysis
Data visualization (Tableau preferred)
Prescriptive modeling: optimization, computer vision, recommendation, NLP, or search",
home-depot-Req181200,Home Depot,1,ic,,Lead Data Scientist - Pro Experience,"Atlanta, GA",Onsite,https://homedepot.wd5.myworkdayjobs.com/job/PENNANT-PARK-ATLANTA---9141/Lead-Data-Scientist---Pro-Experience_Req181200-1,Posted Today,2026-05-21,2026-08-31,open,3,"10+ years business intelligence and analytics experience
PhD in quantitative field or equivalent work experience
Expertise in Python, SQL/BigQuery, Tableau
Prescriptive modeling: optimization, CV, recommendation, search, NLP
Leadership: mentoring, project management, team building",
